rank,company,growth,revenue_range,employee_growth,year_founded,industry,city,state,profile_url
"2,691",Mattenga's Pizzeria,155%,Locked,Locked,Locked,Food & Beverage,Schertz,TX,https://www.inc.com/profile/mattengas-pizzeria
"2,692",Moxie Labs,155%,Locked,Locked,Locked,"Advertising, Marketing & PR",New Hope,PA,https://www.inc.com/profile/moxie-labs
"2,693",Quiroga Law Office,155%,Locked,Locked,Locked,Legal,Spokane Valley,WA,https://www.inc.com/profile/quiroga-law-office-pllc
"2,694",Persistent Systems,155%,Locked,Locked,Locked,Tech Hardware,New York,NY,https://www.inc.com/profile/persistent-systems
"2,695",Alluvionic,155%,Locked,Locked,Locked,Business Products & Services,Melbourne,FL,https://www.inc.com/profile/alluvionic
"2,696",Aqore Staffing Software,155%,Locked,Locked,Locked,Software,Irving,TX,https://www.inc.com/profile/aqore-staffing-software
"2,697",Afia,155%,Locked,Locked,Locked,Food & Beverage,Taylor,TX,https://www.inc.com/profile/afia
"2,698",Kraus Hamdani Aerospace,155%,Locked,Locked,Locked,Engineering,Emeryville,CA,https://www.inc.com/profile/kraus-hamdani-aerospace
"2,699",OBB Media,155%,Locked,Locked,Locked,"Media, Arts & Entertainment",West Hollywood,CA,https://www.inc.com/profile/obb-media
"2,700",ProSomnus Sleep Technologies,155%,Locked,Locked,Locked,Manufacturing,Pleasanton,CA,https://www.inc.com/profile/prosomnus-sleep-technologies
"2,701",InfiniteTactics,155%,Locked,Locked,Locked,IT Services,Beavercreek,OH,https://www.inc.com/profile/infinitetactics
"2,702",RainFocus,155%,Locked,Locked,Locked,Software,Lehi,UT,https://www.inc.com/profile/rainfocus
"2,703",Summit Facility Solutions,155%,Locked,Locked,Locked,Business Products & Services,Holmdel,NJ,https://www.inc.com/profile/summit-facility-solutions
"2,704",Full Package Media,154%,Locked,Locked,Locked,"Media, Arts & Entertainment",Dallas,TX,https://www.inc.com/profile/full-package-media
"2,705",RT²,154%,Locked,Locked,Locked,Software,Miami,FL,https://www.inc.com/profile/real-time-technologies
"2,707",iTech AG,154%,Locked,Locked,Locked,Government Services,Arlington,VA,https://www.inc.com/profile/itech-ag
"2,708",Legacy Group,154%,Locked,Locked,Locked,Construction,Bellport,NY,https://www.inc.com/profile/legacy-group-enterprises
"2,709",Intellivo,154%,Locked,Locked,Locked,Business Products & Services,Memphis,TN,https://www.inc.com/profile/intellivo
"2,710",Trova Advisory Group,154%,Locked,Locked,Locked,Human Resources,Hillside,IL,https://www.inc.com/profile/trova-advisory-group
"2,711",Buhler Commercial,154%,Locked,Locked,Locked,Construction,San Francisco,CA,https://www.inc.com/profile/buhler-commercial
"2,712",Fortanix,154%,Locked,Locked,Locked,Security,Santa Clara,CA,https://www.inc.com/profile/fortanix
"2,713",Whetstone Distribution,154%,Locked,Locked,Locked,Food & Beverage,Chicago,IL,https://www.inc.com/profile/qins-buffalo
"2,714",Valor Capital,154%,Locked,Locked,Locked,Real Estate,Clearwater,FL,https://www.inc.com/profile/valor-capital-real-estate-development
"2,715",Associated Construction Company,153%,Locked,Locked,Locked,Construction,Hartford,CT,https://www.inc.com/profile/associated-construction-company
"2,716",WorkWise Law,153%,Locked,Locked,Locked,Legal,Calabasas,CA,https://www.inc.com/profile/workwise-law
"2,717",Mighty Union,153%,Locked,Locked,Locked,"Advertising, Marketing & PR",North Andover,MA,https://www.inc.com/profile/isovera
"2,718",Evolution Sustainability Group,153%,Locked,Locked,Locked,Energy,Exton,PA,https://www.inc.com/profile/evolution-sustainability-group
"2,720",Cultivate Brands,153%,Locked,Locked,Locked,Business Products & Services,Oakbrook,IL,https://www.inc.com/profile/cultivate-brands
"2,721",OrderCounter,153%,Locked,Locked,Locked,Software,PENSACOLA,FL,https://www.inc.com/profile/ordercounter
"2,722",Lex Politica,153%,Locked,Locked,Locked,Business Products & Services,Austin,TX,https://www.inc.com/profile/the-gober-group
"2,724",Nano-Yield,153%,Locked,Locked,Locked,Manufacturing,Sandy,UT,https://www.inc.com/profile/aqua-yield-operations
"2,725",Certified Roofing,153%,Locked,Locked,Locked,Construction,Newton,MA,https://www.inc.com/profile/certified-roofing
"2,726",Bansar Technologies,153%,Locked,Locked,Locked,IT Services,Austin,TX,https://www.inc.com/profile/bansar-technologies
"2,728",RedCloud Consulting,153%,Locked,Locked,Locked,Business Products & Services,Bellevue,WA,https://www.inc.com/profile/redcloud-consulting
"2,729",Binated,153%,Locked,Locked,Locked,Business Products & Services,Missouri city,TX,https://www.inc.com/profile/binated
"2,730",Scenthound,153%,Locked,Locked,Locked,Consumer Services,Jupiter,FL,https://www.inc.com/profile/scenthound
"2,731",Elite Media,153%,Locked,Locked,Locked,"Advertising, Marketing & PR",New York,NY,https://www.inc.com/profile/elite-media
"2,732",Virtualitics,153%,Locked,Locked,Locked,Software,Pasadena,CA,https://www.inc.com/profile/virtualitics
"2,733",Joint Strategic Technologies,153%,Locked,Locked,Locked,Government Services,Southlake,TX,https://www.inc.com/profile/jstoogood
"2,734",CARDS Holdings,153%,Locked,Locked,Locked,Environmental Services,Fayetteville,AR,https://www.inc.com/profile/cards
"2,735",Holliday Group,153%,Locked,Locked,Locked,Real Estate,Sarasota,FL,https://www.inc.com/profile/holliday-group
"2,736",Storage Rentals of America,153%,Locked,Locked,Locked,Real Estate,West Palm Beach,FL,https://www.inc.com/profile/storage-rentals-of-america
"2,738",Whitestone,152%,Locked,Locked,Locked,"Advertising, Marketing & PR",New York,NY,https://www.inc.com/profile/whitestone
"2,739",Clean Method,152%,Locked,Locked,Locked,Environmental Services,Merrifield,VA,https://www.inc.com/profile/the-galaida-group
"2,740",Front Office Sports,152%,Locked,Locked,Locked,"Media, Arts & Entertainment",New York,NY,https://www.inc.com/profile/front-office-sports
"2,741",HR Acuity,152%,Locked,Locked,Locked,Human Resources,Florham Park,NJ,https://www.inc.com/profile/hr-acuity
"2,742",Fuse Integration,152%,Locked,Locked,Locked,Engineering,San Diego,CA,https://www.inc.com/profile/fuse-integration
"2,743",Small World Vacations,152%,Locked,Locked,Locked,Travel & Hospitality,Township of Washington,NJ,https://www.inc.com/profile/small-world-vacations
"2,744",On Point Strategy,152%,Locked,Locked,Locked,Business Products & Services,Caguas,PR,https://www.inc.com/profile/carmen-a-mely-torres
"2,745",Stinger Sports,152%,Locked,Locked,Locked,Retail,Fort Mill,SC,https://www.inc.com/profile/stinger-sports
"2,746",SpyCloud,152%,Locked,Locked,Locked,Security,Austin,TX,https://www.inc.com/profile/spycloud
"2,747",Reliable Technology Services,152%,Locked,Locked,Locked,IT Services,Frisco,TX,https://www.inc.com/profile/reliable-technology-services
"2,748",ThreeSixty,152%,Locked,Locked,Locked,"Advertising, Marketing & PR",Tonawanda,NY,https://www.inc.com/profile/threesixty
"2,750",Social Revolt Agency,152%,Locked,Locked,Locked,"Advertising, Marketing & PR",Dallas,TX,https://www.inc.com/profile/social-revolt-agency
"2,751",Croixstone Consulting,152%,Locked,Locked,Locked,Business Products & Services,Charlotte,NC,https://www.inc.com/profile/croixstone-consulting
"2,752",Electrosoft Services,152%,Locked,Locked,Locked,Government Services,Reston,VA,https://www.inc.com/profile/electrosoft_services
"2,753",Axiom Innovations,152%,Locked,Locked,Locked,"Advertising, Marketing & PR",Coral Springs,FL,https://www.inc.com/profile/axiom-innovations
"2,754",WTWH Media,151%,Locked,Locked,Locked,"Media, Arts & Entertainment",Cleveland,OH,https://www.inc.com/profile/wtwh-media
"2,758",A Finer Touch Construction,151%,Locked,Locked,Locked,Construction,Scottsdale,AZ,https://www.inc.com/profile/a-finer-touch-construction
"2,760",tkxel,151%,Locked,Locked,Locked,Software,Reston,VA,https://www.inc.com/profile/tkxel-LLC
"2,761",Engage PEO,151%,Locked,Locked,Locked,Human Resources,Hollywood,FL,https://www.inc.com/profile/engage-peo
"2,763",Informativ,151%,Locked,Locked,Locked,Software,Frisco,TX,https://www.inc.com/profile/Informativ
"2,764",Quantified,151%,Locked,Locked,Locked,Artificial Intelligence & Data,Austin,TX,https://www.inc.com/profile/quantified
"2,765",The SilverLogic,151%,Locked,Locked,Locked,Software,Boca Raton,FL,https://www.inc.com/profile/silverlogic
"2,766",1880 Warehouse & Transfer,151%,Locked,Locked,Locked,Logistics & Transportation,Roberts,WI,https://www.inc.com/profile/1880-warehouse--transfer
"2,767",Thrive,151%,Locked,Locked,Locked,Business Products & Services,Foxborough,MA,https://www.inc.com/profile/thrive
"2,768",Alpi International LTD,151%,Locked,Locked,Locked,"Advertising, Marketing & PR",Richmond,CA,https://www.inc.com/profile/alpi-international
"2,769",Cross Street,151%,Locked,Locked,Locked,Real Estate,Chicago,IL,https://www.inc.com/profile/cross-street
"2,770",illuminico,151%,Locked,Locked,Locked,Construction,New York,NY,https://www.inc.com/profile/illuminico
"2,771",Partner Commerce,150%,Locked,Locked,Locked,"Advertising, Marketing & PR",Westport,CT,https://www.inc.com/profile/partner-commerce
"2,772",CaseCo,150%,Locked,Locked,Locked,Construction,Purcellville,VA,https://www.inc.com/profile/caseco
"2,773",Exverus Media,150%,Locked,Locked,Locked,"Advertising, Marketing & PR",Los Angeles,CA,https://www.inc.com/profile/exverus-media
"2,774",WiseGuys Pro-Wash,150%,Locked,Locked,Locked,Consumer Services,Peachtree Corners,GA,https://www.inc.com/profile/WiseGuys-Pro-Wash
"2,775",FloresHR,150%,Locked,Locked,Locked,Human Resources,Charlotte,NC,https://www.inc.com/profile/flores--associates
"2,777",The Bruning Law Firm,150%,Locked,Locked,Locked,Consumer Products,St Louis,MO,https://www.inc.com/profile/the-bruning-law-firm
"2,778",PT Motion Works (GIBBON North America and ElliptiGO),150%,Locked,Locked,Locked,Consumer Products,Solana Beach,CA,https://www.inc.com/profile/pt-motion-works-gibbon-north-america-and-elliptigo
"2,779",NS Management,150%,Locked,Locked,Locked,Real Estate,Skokie,IL,https://www.inc.com/profile/ns-management
"2,780",RTech Solutions,150%,Locked,Locked,Locked,Telecommunications,Knoxville,TN,https://www.inc.com/profile/rtech-solutions
"2,781",Oxley Enterprises,150%,Locked,Locked,Locked,Government Services,STAFFORD,VA,https://www.inc.com/profile/oxley-enterprises
"2,782",College Aid Services,150%,Locked,Locked,Locked,Education,Altamonte Springs,FL,https://www.inc.com/profile/college-aid-services
"2,783",EngeniusMicro,150%,Locked,Locked,Locked,Government Services,Huntsville,AL,https://www.inc.com/profile/engeniusmicro
"2,785",Clutch Solutions,149%,Locked,Locked,Locked,IT Services,Mesa,AZ,https://www.inc.com/profile/clutch-solution
"2,786",Snaplistings,149%,Locked,Locked,Locked,Real Estate,New York,NY,https://www.inc.com/profile/snaplistings
"2,787",Curotec,149%,Locked,Locked,Locked,IT Services,Newtown Square,PA,https://www.inc.com/profile/Curotec
"2,789",Anequim,149%,Locked,Locked,Locked,Human Resources,Omaha,NE,https://www.inc.com/profile/anequim
"2,790",IXIS,149%,Locked,Locked,Locked,Software,Burlington,VT,https://www.inc.com/profile/ixis
"2,791",WGK Personal Injury Lawyers,149%,Locked,Locked,Locked,Legal,Baltimore,MD,https://www.inc.com/profile/wgk-personal-injury-lawyers
"2,792",Bryant Group,149%,Locked,Locked,Locked,Human Resources,Irving,TX,https://www.inc.com/profile/bryant-group
"2,793",Strong Brand Social,148%,Locked,Locked,Locked,"Advertising, Marketing & PR",Williston,VT,https://www.inc.com/profile/strong-brand-social
"2,794",Elm Grove Companies,148%,Locked,Locked,Locked,Real Estate,Hooksett,NH,https://www.inc.com/profile/elm-grove-companies
"2,795",SOV Media,148%,Locked,Locked,Locked,"Advertising, Marketing & PR",Las Vegas,NV,https://www.inc.com/profile/sov-media
"2,796",Traliant,148%,Locked,Locked,Locked,Business Products & Services,New York,NY,https://www.inc.com/profile/traliant
"2,799",HIFI Agency,148%,Locked,Locked,Locked,"Advertising, Marketing & PR",Raleigh,NC,https://www.inc.com/profile/hifi-agency
"2,800",Purpose Legal,148%,Locked,Locked,Locked,Business Products & Services,Dallas,TX,https://www.inc.com/profile/cobra-legal-solutions
"2,802",Input Technology Solutions,148%,Locked,Locked,Locked,IT Services,Poquoson,VA,https://www.inc.com/profile/input-technology-solutions
"2,803",FREEZ Construction,148%,Locked,Locked,Locked,Construction,Little Elm,TX,https://www.inc.com/profile/freez-construction
"2,804",Kalon Creative,148%,Locked,Locked,Locked,Business Products & Services,Canton,GA,https://www.inc.com/profile/kalon-creative
"2,805",Teleties,148%,Locked,Locked,Locked,Consumer Products,Maitland,FL,https://www.inc.com/profile/teleties
"2,806",Pioneer Power Group,148%,Locked,Locked,Locked,Energy,Rockville,MD,https://www.inc.com/profile/pioneer-power-group
"2,807","Jan Dils, Attorneys at Law",148%,Locked,Locked,Locked,Legal,Parkersburg,WV,https://www.inc.com/profile/jan-dils-attorneys-at-law
"2,808",Regadget,148%,Locked,Locked,Locked,Tech Hardware,Florence,KY,https://www.inc.com/profile/laurash
"2,809",Accorian,148%,Locked,Locked,Locked,Security,East Brunswick,NJ,https://www.inc.com/profile/accorian
"2,810",MMI,148%,Locked,Locked,Locked,Real Estate,Cottonwood Heights,UT,https://www.inc.com/profile/mobility-market-intelligence
"2,811",COLUMBIA TECHNOLOGIES,148%,Locked,Locked,Locked,Environmental Services,Rockville,MD,https://www.inc.com/profile/columbia-technologies
"2,812",Ziggi's Coffee,148%,Locked,Locked,Locked,Food & Beverage,Mead,CO,https://www.inc.com/profile/ziggis-coffee
"2,814",EDG,147%,Locked,Locked,Locked,Engineering,New York,NJ,https://www.inc.com/profile/edg
"2,815",Electric Hospitality Co.,147%,Locked,Locked,Locked,Travel & Hospitality,Atlanta,GA,https://www.inc.com/profile/electric-hospitality-co
"2,816",Alloy,147%,Locked,Locked,Locked,"Advertising, Marketing & PR",Atlanta,GA,https://www.inc.com/profile/Alloy
"2,818",Cardone Ventures,147%,Locked,Locked,Locked,Business Products & Services,Scottsdale,AZ,https://www.inc.com/profile/cardone-ventures
"2,820",LoanStar Technologies,147%,Locked,Locked,Locked,Software,Swarthmore,PA,https://www.inc.com/profile/loanstar-technologies
"2,821",pH-D Feminine Health,147%,Locked,Locked,Locked,Consumer Products,Nashville,TN,https://www.inc.com/profile/ph-d-feminine-health
"2,823",Netsurit,147%,Locked,Locked,Locked,IT Services,New York,NY,https://www.inc.com/profile/netsurit
"2,824",Sticker Blitz,147%,Locked,Locked,Locked,Manufacturing,Warren,MI,https://www.inc.com/profile/sticker-blitz
"2,825",Firefly Solar,147%,Locked,Locked,Locked,Energy,Piedmont,SC,https://www.inc.com/profile/firefly-solar
"2,826",MetaRouter,147%,Locked,Locked,Locked,Software,Denver,CO,https://www.inc.com/profile/metarouter
"2,827",Sul Lee Law Firm,147%,Locked,Locked,Locked,Legal,dallas,TX,https://www.inc.com/profile/sul-lee-law-firm
"2,828",Lawrence Ragan Communications,147%,Locked,Locked,Locked,Business Products & Services,Chicago,IL,https://www.inc.com/profile/lawrence-ragan-communications
"2,829",Solar Negotiators,147%,Locked,Locked,Locked,Construction,Fresno,CA,https://www.inc.com/profile/solar-negotiators
"2,830",Proforma Mega Mktg Sol,147%,Locked,Locked,Locked,Business Products & Services,Palm Harbor,FL,https://www.inc.com/profile/debar-hospitality
"2,831",Ten Golden Rules,147%,Locked,Locked,Locked,"Advertising, Marketing & PR",Plymouth,MN,https://www.inc.com/profile/ten-golden-rules
"2,834",Techline Roofing & Solar,147%,Locked,Locked,Locked,Construction,Canyon Lake,TX,https://www.inc.com/profile/techline-roofing--solar
"2,835",EOLA Power,147%,Locked,Locked,Locked,Energy,Miami,FL,https://www.inc.com/profile/eola-power
"2,836",WEINSTEIN & KLEIN,147%,Locked,Locked,Locked,Legal,Morristown,NJ,https://www.inc.com/profile/weinstein--klein
"2,838",Dust and Mop House Cleaning,146%,Locked,Locked,Locked,Consumer Services,Cary,NC,https://www.inc.com/profile/dust-and-mop-house-cleaning
"2,839",Cedar Cove Ranch,146%,Locked,Locked,Locked,Travel & Hospitality,McKinney,TX,https://www.inc.com/profile/cedar-cove-ranch
"2,840",Triggers Brand Consulting,146%,Locked,Locked,Locked,"Advertising, Marketing & PR",Armonk,NY,https://www.inc.com/profile/leslie-zane
"2,841",Luma Brighter Learning,146%,Locked,Locked,Locked,Logistics & Transportation,Mount Pleasant,SC,https://www.inc.com/profile/luma-brighter-learning
"2,842",The Amatriot Group,146%,Locked,Locked,Locked,Government Services,Vienna,VA,https://www.inc.com/profile/government-tactical-solutions
"2,844",hubley,146%,Locked,Locked,Locked,Software,Baton Rouge,LA,https://www.inc.com/profile/hubley
"2,845",JPtheGeek,146%,Locked,Locked,Locked,IT Services,Greenwood,IN,https://www.inc.com/profile/jpthegeek
"2,846",Pest Pros Pest Solutions,146%,Locked,Locked,Locked,Environmental Services,Sacramento,CA,https://www.inc.com/profile/pest-pros-pest-solutions
"2,847",Gardenuity,146%,Locked,Locked,Locked,Consumer Products,dallas,TX,https://www.inc.com/profile/donna-letier
"2,848",FEA Consulting Engineers,146%,Locked,Locked,Locked,Engineering,Henderson,NV,https://www.inc.com/profile/fea-consulting-engineers
"2,849",Northpoint Asset Management,146%,Locked,Locked,Locked,Real Estate,Salt Lake City,UT,https://www.inc.com/profile/northpoint-asset-management
"2,850",CorpNet,145%,Locked,Locked,Locked,Business Products & Services,Westlake Village,CA,https://www.inc.com/profile/CorpNet-.com
"2,851",BRING IT BY MACRO,145%,Locked,Locked,Locked,Business Products & Services,Durham,NC,https://www.inc.com/profile/bring-it-by-macro
"2,853",VORAGO Technologies,145%,Locked,Locked,Locked,Engineering,Austin,TX,https://www.inc.com/profile/vorago-technologies
"2,854",Narrative Strategies,145%,Locked,Locked,Locked,"Advertising, Marketing & PR",Washington,DC,https://www.inc.com/profile/narrative-strategies
"2,855",FreightPlus,145%,Locked,Locked,Locked,Logistics & Transportation,Quincy,MA,https://www.inc.com/profile/freightplus
"2,857",HTeaO,145%,Locked,Locked,Locked,Food & Beverage,Fort Worth,TX,https://www.inc.com/profile/HTeaO
"2,858",Engage3,145%,Locked,Locked,Locked,Software,Davis,CA,https://www.inc.com/profile/engage3
"2,859",Epic Golf Club,145%,Locked,Locked,Locked,Travel & Hospitality,Scottsdale,AZ,https://www.inc.com/profile/epic-golf-club
"2,860",Covert Results,145%,Locked,Locked,Locked,Security,Nashville,TN,https://www.inc.com/profile/covert-results
"2,862",The Ecoplumbers,145%,Locked,Locked,Locked,Construction,Hilliard,OH,https://www.inc.com/profile/the-ecoplumbers
"2,863",PBG,145%,Locked,Locked,Locked,IT Services,McLean,VA,https://www.inc.com/profile/pbg
"2,865",S3 Recycling Solutions,145%,Locked,Locked,Locked,Business Products & Services,Springfield,TN,https://www.inc.com/profile/resource-regeneration
"2,866",Logical Technology Solutions,144%,Locked,Locked,Locked,Business Products & Services,Delray Beach,FL,https://www.inc.com/profile/logical-technology-solutions
"2,867",Helium,144%,Locked,Locked,Locked,Software,Gig Harbor,WA,https://www.inc.com/profile/helium
"2,868",Mo' Bettahs Hawaiian Style Food,144%,Locked,Locked,Locked,Food & Beverage,Lehi,UT,https://www.inc.com/profile/ffg-mb-stores
"2,869",Cerebra Consulting,144%,Locked,Locked,Locked,IT Services,Malvern,PA,https://www.inc.com/profile/cerebra-consulting
"2,870",Cool Company,144%,Locked,Locked,Locked,Software,Miami,FL,https://www.inc.com/profile/the-COOL-company
"2,871",NineTwoThree Ai Studio,144%,Locked,Locked,Locked,Artificial Intelligence & Data,Danvers,MA,https://www.inc.com/profile/923-digital
"2,872",Curated Investments,144%,Locked,Locked,Locked,Retail,Miami,FL,https://www.inc.com/profile/curated-investments
"2,873",Plus Delta Consulting,144%,Locked,Locked,Locked,Business Products & Services,Malibu,CA,https://www.inc.com/profile/plus-delta-consulting
"2,874",GlassTemp,144%,Locked,Locked,Locked,Manufacturing,Bellwood,IL,https://www.inc.com/profile/glasstemp
"2,875",Kinettix,144%,Locked,Locked,Locked,IT Services,Cincinnati,OH,https://www.inc.com/profile/kinettix
"2,876",Rapid Fire Home Buyers,144%,Locked,Locked,Locked,Real Estate,Montgomery,AL,https://www.inc.com/profile/rapid-fire-home-buyers
"2,877",Zanes Law Injury Lawyers,144%,Locked,Locked,Locked,Legal,Phoenix,AZ,https://www.inc.com/profile/zanes-law-injury-lawyers
"2,878",WyCo Services,144%,Locked,Locked,Locked,Business Products & Services,Covington,LA,https://www.inc.com/profile/wyco-services
"2,880",Fulfillment Hub USA,143%,Locked,Locked,Locked,Logistics & Transportation,Miami,FL,https://www.inc.com/profile/fulfillment-hub-usa
"2,882",Loeb Leadership,143%,Locked,Locked,Locked,Business Products & Services,Marlboro,NJ,https://www.inc.com/profile/loeb-leadership
"2,883",Handel's Homemade Ice Cream,143%,Locked,Locked,Locked,Food & Beverage,Atlanta,GA,https://www.inc.com/profile/handels-homemade-ice-cream
"2,884",Gulf Coast Crating,143%,Locked,Locked,Locked,Logistics & Transportation,HOUSTON,TX,https://www.inc.com/profile/gulf-coast-crating
"2,885",Palm Communities,143%,Locked,Locked,Locked,Real Estate,Tampa,FL,https://www.inc.com/profile/palm-communities
"2,886",1031 Crowdfunding,143%,Locked,Locked,Locked,Real Estate,Irvine,CA,https://www.inc.com/profile/1031-crowdfunding
"2,887",Nestwell Property Management,143%,Locked,Locked,Locked,Real Estate,Salt Lake City,UT,https://www.inc.com/profile/nestwell-property-management
"2,889",Beyond Limits,143%,Locked,Locked,Locked,Software,Glendale,CA,https://www.inc.com/profile/beyond-limits
"2,890",Alphamart,143%,Locked,Locked,Locked,"Advertising, Marketing & PR",McKinney,TX,https://www.inc.com/profile/alphamart
"2,891",Abacode Cybersecurity & Compliance,143%,Locked,Locked,Locked,Security,Tampa,FL,https://www.inc.com/profile/abacode-cybersecurity--compliance
"2,892",A-Sha Foods USA,143%,Locked,Locked,Locked,Food & Beverage,Alhambra,CA,https://www.inc.com/profile/A-Sha-Foods-USA
"2,893",CRCA,143%,Locked,Locked,Locked,Human Resources,Boise,ID,https://www.inc.com/profile/consumer-reporting-compliance-associates
"2,894",Hummingbird Growth & Automation,143%,Locked,Locked,Locked,"Advertising, Marketing & PR",colorado springs,CO,https://www.inc.com/profile/hummingbird-growth--automation
"2,897",Jaycon Systems,142%,Locked,Locked,Locked,Engineering,Palm Bay,FL,https://www.inc.com/profile/jaycon-systems
"2,898",Flodesk,142%,Locked,Locked,Locked,Software,San Francisco,CA,https://www.inc.com/profile/flodesk
"2,900",Mid South Communications,142%,Locked,Locked,Locked,Telecommunications,Water Valley,MS,https://www.inc.com/profile/mid-south-communications
"2,902",Jobot,142%,Locked,Locked,Locked,Human Resources,Newport Beach,NY,https://www.inc.com/profile/jobot
"2,903",Mechanical Advantage Corporation,142%,Locked,Locked,Locked,Business Products & Services,The Woodlands,TX,https://www.inc.com/profile/mechanical-advantage-oration
"2,904",Trilogy Innovations,142%,Locked,Locked,Locked,IT Services,Bridgeport,WV,https://www.inc.com/profile/trilogy-innovations
"2,905",GetScale,142%,Locked,Locked,Locked,"Advertising, Marketing & PR",Austin,TX,https://www.inc.com/profile/getscale
"2,906",LogicGate,142%,Locked,Locked,Locked,Software,Chicago,IL,https://www.inc.com/profile/logicgate
"2,908",ITPartners+,142%,Locked,Locked,Locked,IT Services,Grand Rapids,MI,https://www.inc.com/profile/itpartners
"2,910",DOE Media,142%,Locked,Locked,Locked,"Advertising, Marketing & PR",Chicago,IL,https://www.inc.com/profile/doe-media
"2,912",Alta Pest Control,141%,Locked,Locked,Locked,Environmental Services,Round Rock,TX,https://www.inc.com/profile/alta-pest-control
"2,913",Tara Wilson Agency,141%,Locked,Locked,Locked,"Advertising, Marketing & PR",Fort Worth,TX,https://www.inc.com/profile/tara-wilson-agency
"2,915",The Millennium Alliance,141%,Locked,Locked,Locked,Business Products & Services,New York,NY,https://www.inc.com/profile/millennium-alliance
"2,916",Dialpad,141%,Locked,Locked,Locked,Software,San Ramon,CA,https://www.inc.com/profile/dialpad
"2,917",Better Life Home,141%,Locked,Locked,Locked,Consumer Services,Saint Louis,MO,https://www.inc.com/profile/better-life-home
"2,918",TRUE Space,141%,Locked,Locked,Locked,Business Products & Services,Smyrna,GA,https://www.inc.com/profile/true-space
"2,919",Axiom Path,141%,Locked,Locked,Locked,IT Services,Charlotte,NC,https://www.inc.com/profile/axiom-path
"2,921",Charming and Main,141%,Locked,Locked,Locked,Retail,Argyle,TX,https://www.inc.com/profile/charming--main
"2,922",Resilient Roofing,141%,Locked,Locked,Locked,Construction,San Diego,CA,https://www.inc.com/profile/resilient-roofing
"2,923",The Building People,141%,Locked,Locked,Locked,Real Estate,Leesburg,VA,https://www.inc.com/profile/the-building-people
"2,924",Apkudo,141%,Locked,Locked,Locked,Business Products & Services,Baltimore,MD,https://www.inc.com/profile/apkudo
"2,925",2PL Advisors,141%,Locked,Locked,Locked,Logistics & Transportation,Ladera Ranch,CA,https://www.inc.com/profile/2pl-advisors
"2,926",Aviatrix,141%,Locked,Locked,Locked,Business Products & Services,Santa Clara,CA,https://www.inc.com/profile/aviatrix
"2,927",EightPM,141%,Locked,Locked,Locked,"Advertising, Marketing & PR",Austin,TX,https://www.inc.com/profile/eightpm
"2,928",Fire Department Coffee,140%,Locked,Locked,Locked,Food & Beverage,Rockford,IL,https://www.inc.com/profile/fire-department-coffee
"2,929",Alpha Vantage,140%,Locked,Locked,Locked,Software,Cambridge,MA,https://www.inc.com/profile/alpha-vantage
"2,930",Attic Projects,140%,Locked,Locked,Locked,Construction,San Diego,CA,https://www.inc.com/profile/attic-projects
"2,932",SystemDomain,140%,Locked,Locked,Locked,IT Services,Warrenville,IL,https://www.inc.com/profile/systemdomain
"2,933",ClarisHealth,140%,Locked,Locked,Locked,Software,Franklin,TN,https://www.inc.com/profile/clarishealth
"2,934",Royalty Logistics,140%,Locked,Locked,Locked,Logistics & Transportation,Southfield,MI,https://www.inc.com/profile/royalty-logistics
"2,935",AllStaff,140%,Locked,Locked,Locked,Human Resources,Beloit,OH,https://www.inc.com/profile/allstaff
"2,936",Godirectinc.com,140%,Locked,Locked,Locked,Retail,La Puente,CA,https://www.inc.com/profile/godirectcom
"2,937",capSpire,140%,Locked,Locked,Locked,Energy,Tulsa,OK,https://www.inc.com/profile/capspire
"2,939",RIM Recruitment Professionals,140%,Locked,Locked,Locked,Human Resources,Wilmington,DE,https://www.inc.com/profile/rim-recruitment-professionals
"2,940",CTC Events and Productions,139%,Locked,Locked,Locked,Travel & Hospitality,Fairfax,VA,https://www.inc.com/profile/ctc-events-and-productions
"2,942",Anteriad,139%,Locked,Locked,Locked,"Advertising, Marketing & PR",Rye Brook,NY,https://www.inc.com/profile/anteriad
"2,944",Summit Lawns,139%,Locked,Locked,Locked,Consumer Services,Lincoln,NE,https://www.inc.com/profile/ted-glaser-holdings
"2,945",AchieveIt,139%,Locked,Locked,Locked,Software,Atlanta,GA,https://www.inc.com/profile/achieveit
"2,946",10X Consulting Group,139%,Locked,Locked,Locked,IT Services,Pineville,NC,https://www.inc.com/profile/10x-consulting-group
"2,947",Computer Resources of America,139%,Locked,Locked,Locked,IT Services,New York,NY,https://www.inc.com/profile/computer-resources-of-america
"2,949",Hebert Construction,139%,Locked,Locked,Locked,Construction,Lewiston,ME,https://www.inc.com/profile/hebert-construction
"2,950",Strand Marketing,139%,Locked,Locked,Locked,"Advertising, Marketing & PR",Hermosa Beach,CA,https://www.inc.com/profile/strand-marketing
"2,952",Sunstates Security,139%,Locked,Locked,Locked,Security,Raleigh,NC,https://www.inc.com/profile/sunstates-security
"2,953",Nonprofit Megaphone,139%,Locked,Locked,Locked,"Advertising, Marketing & PR",Chicago,IL,https://www.inc.com/profile/nonprofit-megaphone
"2,954",Persona Cosmetics,139%,Locked,Locked,Locked,Consumer Products,toluca lake,CA,https://www.inc.com/profile/persona-cosmetics
